CompanyID,Name,MovieID,Studio,Num_Workers,CreatedIn
3388,The Movie Network (TMN),9102,Warner Bros,6502,1927
4899,Allegro Films,9102,Paramount,9894,1968
7958,Fuji Eight Company Ltd.,9102,20th Century Fox,4321,1948
23096,Fries Film Group,9102,Paramount,4373,2001
23097,Super Ecran,9102,Warner Bros,2088,1974
23098,Triumph Films,9102,20th Century Fox,5511,1956
4606,Zweites Deutsches Fernsehen (ZDF),124626,Universal Pictures,8113,2014
83201,Ciak Filmproduktion,124626,Paramount,2035,1925
93174,Bluehorse Films,124626,Warner Bros,1312,1943
38953,I.R.I.B. Channel 2,46785,Universal Pictures,5781,1998
38954,Ferdos Films,46785,Universal Pictures,5166,1959
575,Bergen Film,880,Sony Pictures,9953,1931
576,Bard Entertainments,880,20th Century Fox,399,1983
577,NPS Televisie,880,Paramount,490,1965
38196,BET Pictures,146599,Warner Bros,2858,1933
38197,United Image Entertainme,146599,Sony Pictures,2612,1946
2492,Playhouse International Pictures,8447,20th Century Fox,3202,1956
8888,The Samuel Goldwyn Company,8447,Sony Pictures,9626,1996
1644,Largo Entertainment,10534,20th Century Fox,8529,2021
1645,Scott Free Productions,10534,20th Century Fox,9239,2021
3311,Joe Wizan/Todd Black,17414,Paramount,2383,1981
4665,Addis Wechsler Pictures,61548,20th Century Fox,9664,1986
18737,NFH Productions,9095,Sony Pictures,123,1999
979,Woods Entertainment,9283,20th Century Fox,9704,1995
456,WCG Entertainment Productions,9208,Paramount,7594,1933
11362,Mark Gordon Productions,9208,Paramount,6999,2017
75942,Midwinter Films,40154,Sony Pictures,2255,2014
5869,Les Productions Lazennec,406,Universal Pictures,8671,1958
16366,La Sept Cinéma,406,Universal Pictures,1521,1924
22684,Kasso Inc. Productions,406,20th Century Fox,3531,1995
68517,Studio Image,406,Warner Bros,7588,1945
68518,Cofinergie 6,406,20th Century Fox,3230,2000
181,Channel Four Films,45549,Sony Pictures,1780,1972
3324,British Broadcasting Corporation (BBC),63076,Sony Pictures,85,1982
7025,Westdeutscher Rundfunk (WDR),63076,Sony Pictures,1070,1930
12113,Canadian Broadcasting Corporation (CBC),63076,Sony Pictures,5584,1952
12911,Cinemax Reel Life,63076,Sony Pictures,7211,1960
12912,InPictures,63076,Paramount,8059,1959
12913,Lafayette Films,63076,Universal Pictures,3167,1965
18,Gracie Films,13685,Sony Pictures,2585,1923
10355,Spelling Films,2045,Warner Bros,4764,2015
1606,Brillstein-Grey Entertainment,9614,Warner Bros,8387,2014
3929,Robert Simonds Productions,9614,Warner Bros,5013,1930
171,Malpaso Productions,688,Warner Bros,6141,2000
2504,Jim Henson Productions,10874,Paramount,1076,1946
6254,"Jim Henson Company, The",10874,Warner Bros,3715,1927
4564,Icon Entertainment International,197,Sony Pictures,1336,1940
7965,The Ladd Company,197,20th Century Fox,2896,2016
11353,B.H. Finance C.V.,197,Warner Bros,8562,1924
46059,Italo/Judeo Productions,103,Paramount,7824,1981
46060,Bill/Phillips,103,Paramount,2343,1951
2521,Golden Harvest Company,33542,Warner Bros,1662,2008
806,Téléfilm Canada,71754,20th Century Fox,526,1977
2055,Skyline Films,71754,Warner Bros,7476,1991
3498,Malofilm,71754,Paramount,9024,1946
9116,Société de Développement des Entreprises Culturelles (SODEC),71754,Universal Pictures,1997,1945
12745,British Screen Productions,71754,Sony Pictures,3381,1959
17027,National Film Board of Canada (NFB),71754,Paramount,5310,1948
22150,imX Communications,71754,Warner Bros,6116,1992
38673,Glace Bay Pictures,71754,Sony Pictures,7697,2001
38674,Ciné Télé Action,71754,Warner Bros,5519,1926
40534,Nova Scotia Film Development Corporation,71754,Warner Bros,1643,1940
85045,Ranfilm,71754,Universal Pictures,9989,1999
83,France 2 Cinéma,43612,Sony Pictures,7754,1986
591,France 3 Cinéma,43612,Sony Pictures,6204,2015
883,Les Productions du Champ Poirier,43612,Universal Pictures,306,1929
885,Téléma Productions,43612,Paramount,6562,1981
3236,Bavaria Film and Television Fund,16934,Warner Bros,3041,2015
11308,Savoy Pictures,78406,20th Century Fox,1467,1927
540,Jet Tone Production,11104,Warner Bros,7810,2015
10932,The Criterion Collection,11104,Warner Bros,8015,1923
371,Cecchi Gori Group Tiger Cinematografica,37975,Paramount,4164,1948
264,Studio Babelsberg,27793,Warner Bros,8351,1931
1766,Dieter Geissler Filmproduktion,27793,Universal Pictures,2602,2020
1979,Cinevox Filmproduktion GmbH,27793,Universal Pictures,9299,2019
22029,Canal Horizons,44284,Sony Pictures,5457,1970
22618,Mat Films,44284,20th Century Fox,4783,1938
71842,Cinétéléfilms,44284,Warner Bros,2092,2020
8,Fine Line Features,73067,Warner Bros,2231,1950
1898,Bórd Scannán na hÉireann,73067,Paramount,4542,1945
68229,Couch Potatoe Productions,123360,Universal Pictures,3608,1925
38778,Academy,39428,20th Century Fox,9863,1948
94477,Mayfair Films,39428,Sony Pictures,3708,1936
94478,Iberoamerica Films,39428,Universal Pictures,2744,1939
43,Fox Searchlight Pictures,16388,Sony Pictures,3934,1961
5996,BBC,22279,Paramount,4830,1966
16027,Portman Productions,22279,Paramount,3334,1993
3644,Zenith Entertainment,30157,Warner Bros,6002,1989
3906,American Playhouse,30157,20th Century Fox,7567,2015
7248,Union Générale Cinématographique (UGC),30157,Sony Pictures,6212,1921
37909,True Fiction Pictures,30157,Universal Pictures,5156,1993
23,Imagine Entertainment,568,Paramount,2216,1956
8989,Talisman Productions,11780,Warner Bros,4447,2010
236,October Films,34996,Warner Bros,7718,1938
1214,Guild,34996,Sony Pictures,3442,1960
5353,Fastnet Films,34996,Paramount,3761,1935
386,Paris Films Productions,649,20th Century Fox,5929,2003
387,Five Films,649,Paramount,1636,1979
11290,Robert et Raymond Hakim,649,Sony Pictures,9456,1976
30334,InterAL,5894,Sony Pictures,7188,2019
11098,The Harvey Entertainment Company,8839,Paramount,7712,1983
4319,40 Acres & A Mule Filmworks,20649,Sony Pictures,7454,1924
7383,"Kennedy/Marshall Company, The",10329,Paramount,9887,1937
4532,Superior Pictures,26564,Universal Pictures,9592,1991
2510,Mundy Lane Entertainment,8512,Paramount,8606,1932
729,Why Not Productions,13552,Paramount,3989,1993
1474,Desperate Pictures,13552,Sony Pictures,3249,1955
2765,Blurco,13552,Sony Pictures,9868,1938
18902,The Teen Angst Movie Company,13552,Warner Bros,9887,1950
20740,Merchant Ivory Productions,259209,Warner Bros,6991,2019
10158,First Knight Productions,6520,Universal Pictures,1031,2012
644,Alcor Films,9073,Warner Bros,3602,1942
5739,Donner/Shuler-Donner Productions,9073,Paramount,971,1951
87394,Suftley,10428,Sony Pictures,3708,1930
13187,JDI productions,9071,Warner Bros,4045,1985
13190,Lemon Sky Productions,9071,Warner Bros,7114,2015
3557,Seraphim Films,8973,Universal Pictures,5102,1924
1203,The Ontario Film Development Corporation,15730,Universal Pictures,5456,2014
2267,First Choice Films,15730,Paramount,4327,1932
4350,Atlantis Films,15730,Sony Pictures,1524,2005
7828,Max Films Productions,15730,Universal Pictures,7148,1983
11578,Super Écran,15730,Warner Bros,3817,1954
35859,Société Générale des Industries Culturelles du Québec (SOGIC),15730,Sony Pictures,6769,2002
37,Gramercy Pictures,2293,Sony Pictures,8644,1948
11462,Alphaville Films,2293,Warner Bros,9389,1942
16934,View Askew Productions,2293,Universal Pictures,662,2002
2106,Saban Entertainment,9070,Warner Bros,7336,1999
9255,Toei Company,9070,Sony Pictures,9855,2014
16561,Comet Film Produktion GmbH,48787,20th Century Fox,3067,1935
38959,Avrora Media,48787,20th Century Fox,4838,1945
38960,Cobblestone Pictures,48787,Paramount,9976,1922
37897,Kino Link Company,34574,Warner Bros,7152,1942
436,1492 Pictures,11472,Warner Bros,3251,1976
37890,Party Productions,36196,Paramount,802,1928
28205,"Samuel Goldwyn Company, The",58372,Paramount,7606,1970
1422,Killer Films,32646,Paramount,1391,2007
38692,Kardana Films,32646,Sony Pictures,8746,1952
39861,Chemical Films,32646,Warner Bros,7064,1997
705,Spring Creek Productions,18402,Sony Pictures,6805,2011
16368,Hawn / Sylbert Movie Company,18402,Paramount,3532,1943
574,Lightstorm Entertainment,281,Warner Bros,7778,1969
1080,Beta Film,5967,Sony Pictures,5615,1971
1147,Madeleine Films,5967,Sony Pictures,7661,1990
14680,Parc Film,5967,Paramount,7980,1957
6849,Société Française de Production (SFP),36834,Warner Bros,6567,1963
16026,FIT Productions,36834,Paramount,2472,2008
17825,Seagal/Nasso Productions,3512,Warner Bros,8915,1975
21480,Victor Company of Japan (JVC),3512,20th Century Fox,6035,1985
63906,Cutting Edge Films,3512,Universal Pictures,6997,1964
2851,Zucker Brothers Productions,9560,Universal Pictures,8834,1971
1073,Gordon Company,9804,Universal Pictures,7685,1920
1302,Davis Entertainment,9804,Paramount,3718,2006
6092,Licht/Mueller Film Corporation,9804,20th Century Fox,6512,2001
6068,HBO,31611,Warner Bros,3188,1983
6911,A BandApart,31611,Sony Pictures,4559,1927
6453,Studio Trite,50797,Warner Bros,2550,2017
6454,Caméra One,50797,Sony Pictures,2843,1962
6367,PolyGram Audiovisuel,19155,Warner Bros,4343,1927
98,Detour Film Production,76,20th Century Fox,9954,1948
6365,Jack Giarraputo Productions,11017,Sony Pictures,5449,1932
18189,Spelling Films International,37141,Paramount,349,1920
16192,Hera Productions,9382,Warner Bros,1956,1948
1595,Island World,6715,Warner Bros,2535,1969
4867,Full Moon Entertainment,18256,Sony Pictures,7509,1956
4127,Lantana,22625,Paramount,8448,1920
23808,Price Entertainment,22625,Paramount,6170,1988
70,American Zoetrope,1909,20th Century Fox,8535,1967
11407,Baltimore Pictures,8984,Paramount,1923,1974
15709,Keystone Pictures,61813,Paramount,6152,1985
52095,Dream Man Productions Inc,61813,Paramount,6222,1982
5528,Ang Lee Productions,10451,Universal Pictures,6372,1941
10565,Good Machine,10451,20th Century Fox,2138,2013
25345,Central Motion Pictures,10451,Warner Bros,7687,1930
10166,Alliance Entertainment,20156,Sony Pictures,5361,1948
12800,Ego Film Arts,20156,Warner Bros,6537,1922
34207,Prufrock Pictures,397,20th Century Fox,6930,1964
21,Metro-Goldwyn-Mayer,21183,Sony Pictures,4771,1996
1429,Italian International Film,10954,20th Century Fox,3476,1922
2359,Stéphan Films,10954,Paramount,578,1993
37581,MG,10954,Sony Pictures,1974,1987
13042,Kartemquin Films,14275,Paramount,6510,1933
11,WingNut Films,1024,Warner Bros,6026,2006
294,New Zealand Film Commission,1024,Warner Bros,6071,2000
2306,Fontana Productions,1024,Sony Pictures,9602,1984
2630,Majestic Films International,13701,Sony Pictures,912,1976
11393,Bregman/Baer Productions,32631,20th Century Fox,4370,1934
360,Geffen Pictures,628,20th Century Fox,3544,1979
2370,Merchant Ivory Productions,87729,Paramount,6102,1973
8816,Northern Lights Entertainment,6280,Sony Pictures,8309,1921
414,Fountainbridge Films,9061,Warner Bros,1692,2001
36854,Lee Rich Productions,9061,20th Century Fox,9262,1983
4063,Trimark Pictures,37108,20th Century Fox,5246,2005
1,Lucasfilm,11,Warner Bros,7049,1947
983,Parallax Pictures,49980,20th Century Fox,7372,2013
9209,MK2 Productions,17961,Paramount,3193,1996
84803,Aviacsa,18183,Sony Pictures,1520,1986
84804,Cinevista,18183,Warner Bros,5728,1922
348,Bedford Falls Productions,4476,Sony Pictures,1432,1972
1656,Pangaea,4476,20th Century Fox,5446,1945
285,Live Entertainment,47504,20th Century Fox,9578,1923
2832,Cineville,32325,Warner Bros,7164,1935
3268,Home Box Office (HBO),32325,Paramount,9484,2011
36836,Showcase Entertaiment Inc.,32325,Universal Pictures,1755,1991
798,Samuel Goldwyn Company,11318,Warner Bros,6047,1973
23022,Close Call Films,11318,Universal Pictures,6113,1935
20928,Majestic Films International,38722,Universal Pictures,8012,1950
89873,Newcomb Productions,38722,Paramount,8146,2006
2428,Wolper Organization,8438,Universal Pictures,2644,1921
594,Capella International,11593,Universal Pictures,9921,1992
761,Cinehaus,11593,Paramount,1365,2010
7260,TOEI,109560,Universal Pictures,8189,1964
42935,Distant Justice Joint Venture,109560,Universal Pictures,8809,1973
11139,Metrodome Films,56428,Universal Pictures,2754,1978
7954,Filmwerks,63105,Warner Bros,9990,1978
4198,Ixtlan,241,Warner Bros,5775,1941
68551,J D Productions,241,Warner Bros,4741,1953
293,Avalon Studios,527,Paramount,8889,1992
295,New Zealand On Air,527,20th Century Fox,174,2016
17067,CineTel Pictures,18220,Universal Pictures,9779,2021
17068,MG Entertainment,18220,Universal Pictures,5147,1975
824,Kopelson Entertainment,6950,Paramount,4857,1953
2154,Punch Productions,6950,Universal Pictures,2020,2018
16775,Arnold Kopelson Productions,6950,Warner Bros,2812,1945
9,Gaumont,101,20th Century Fox,5567,1990
31715,Gramercy Pictures (I),41478,Sony Pictures,864,1964
37580,MVP Films,41478,Universal Pictures,3151,2010
316,Wildwood Enterprises,11450,Warner Bros,1704,1995
84839,Cecile Company,30304,Sony Pictures,181,2000
84840,Thousand Cranes Filmworks,30304,20th Century Fox,8472,1940
850,Eurimages,10452,Sony Pictures,444,1962
6187,ARD/Degeto Film GmbH,10452,Warner Bros,7369,2005
6541,D.A. Films,10452,Sony Pictures,3623,2009
7089,France2 Cinéma,10452,Paramount,9223,1958
8923,WMG Film,10452,Sony Pictures,7156,1932
18367,Centre National de la Cinématographie (CNC),10452,Universal Pictures,9174,1961
18495,N.E.F. Filmproduktion und Vertriebs GmbH,10452,Universal Pictures,5675,1964
75913,RCS Films & TV,10452,Paramount,9651,2006
12883,Nomura Babcock & Brown,161495,Warner Bros,4678,1970
38,Zespół Filmowy TOR,110,Universal Pictures,5110,2013
1245,Télévision Suisse-Romande,110,20th Century Fox,7797,1936
1610,CED Productions,108,Universal Pictures,6319,2010
16953,Norstar Entertainment,92769,Universal Pictures,6682,2003
24946,west wind entertainment,92769,Warner Bros,6805,1982
4108,Rich Animation Studios,22586,Sony Pictures,6639,1926
29272,Jones Entertainment Group,14334,Universal Pictures,5639,1974
29273,Skerry Productions,14334,Paramount,2554,1923
2596,Jerry Weintraub Productions,2636,Sony Pictures,3083,1950
11134,Iguana Producciones,2636,20th Century Fox,8953,2013
347,Centropolis Entertainment,2164,Warner Bros,3026,2014
10320,Carolco Entertainment,2164,20th Century Fox,1521,1975
359,Figment Films,9905,Sony Pictures,6645,1923
980,The Glasgow Film Fund,9905,Sony Pictures,1192,2001
78701,Kino Korsakoff,87078,Sony Pictures,2618,2003
6647,Tabasco films,12527,20th Century Fox,1658,1959
8861,Instituto Mexicano de Cinematografía (IMCINE),12527,Sony Pictures,5602,1966
10015,TeleMadrid,12527,20th Century Fox,1947,1969
4733,1992 Number Four Limited Partnership,27993,Sony Pictures,2242,1942
4734,MHA,27993,Paramount,1141,1970
1078,Shanghai Film Studios,31439,Sony Pictures,749,1957
25299,Era International Ltd,31439,20th Century Fox,4142,1928
2231,Trilogy Entertainment Group,9067,Universal Pictures,2228,1980
69626,Tales From The Crypt Holdings,9059,Sony Pictures,782,1999
58,Sony Pictures Classics,32636,Universal Pictures,8754,1940
14729,Populist Pictures,36141,Paramount,2737,1928
37350,"Jackson/McHenry Company,The",95963,Warner Bros,3806,1944
4908,First Generation Films,60855,Paramount,6111,1955
36024,British Columbia Film Commission,60855,Sony Pictures,8673,1962
105,Ciby 2000,236,Universal Pictures,6584,1997
11840,Film Victoria,236,Universal Pictures,5435,2000
39250,House & Moorhouse Films,236,20th Century Fox,4544,1947
10157,Beacon Pictures,48287,Universal Pictures,9049,1983
355,R.P. Productions,10497,20th Century Fox,1329,1964
635,Les Films Alain Sarde,10497,Warner Bros,6588,1975
8131,Timothy Burrill Productions,10497,Sony Pictures,2271,1967
2767,Mace Neufeld Productions,9331,20th Century Fox,5214,1927
4028,Crowvision Inc.,9495,Warner Bros,904,1933
4029,Entertainment Media Investment Corporation,9495,Universal Pictures,3262,1934
4030,Jeff Most Productions,9495,Universal Pictures,2636,1958
6455,Edward R. Pressman Film,9495,Warner Bros,4890,1944
16823,Aleor Films,29973,Universal Pictures,2818,1982
1353,Hanna-Barbera Productions,888,Warner Bros,7278,1978
1947,New Deal Productions,16295,20th Century Fox,3390,1994
37294,Think Again Productions,48992,20th Century Fox,5309,1948
37295,Riot of Color,48992,Warner Bros,6790,1922
201,Arte,41647,20th Century Fox,9861,1958
12914,Nomad Films,41647,20th Century Fox,325,1941
12915,Omega Film GmbH,41647,20th Century Fox,7248,2020
12916,Without Walls,41647,Paramount,3913,1960
552,Dark Horse Entertainment,854,Sony Pictures,764,1939
278,Propaganda Films,10427,Universal Pictures,6104,1938
496,David Foster Productions,8987,Paramount,859,1932
662,Turman-Foster Company,8987,20th Century Fox,3776,2010
467,Renaissance Pictures,8831,Warner Bros,4028,1938
2982,Signature Pictures,8831,20th Century Fox,9103,1999
4248,JVC Entertainment Networks,8831,Sony Pictures,86,1985
335,Tig Productions,12160,20th Century Fox,8164,1984
13040,Kasdan Pictures,12160,Warner Bros,8696,1922
24217,Paragon Entertainment Corp.,12160,Sony Pictures,3358,1943
21857,Tool Shed Productions,40480,20th Century Fox,2705,1957
11358,Little Bird,52038,Sony Pictures,1031,1921
3923,Strand Releasing,39953,Universal Pictures,6497,1975
25583,Strand Home Video,39953,Universal Pictures,201,1999
170,Eve Productions Inc.,315,20th Century Fox,8841,2012
6215,Bolex Brothers,18242,Sony Pictures,9564,1956
6216,Lumen Films,18242,Warner Bros,5698,1923
6217,Tara,18242,20th Century Fox,1561,1997
7220,Capcom,11667,Universal Pictures,2308,2000
33419,Snowback Productions,32502,Universal Pictures,281,1963
826,Capitol Films,28732,20th Century Fox,2792,1964
16835,Bates Entertainmant,28732,Sony Pictures,7891,2000
14280,A-Pix Entertainment,75555,Universal Pictures,4512,2003
37300,Devin Entertainment,75555,Sony Pictures,7799,1966
90509,Theodore Thomas Productions,42981,Universal Pictures,621,2012
888,Overseas FilmGroup,278939,Universal Pictures,1252,1945
38179,Skyline Entertainment Partners,291731,Paramount,9749,2021
38289,Arrow,291731,Universal Pictures,9854,2000
38276,Frozen Rope Productions Inc.,203119,Warner Bros,9812,1995
2662,Trans-Film,8011,20th Century Fox,9281,2011
22240,Initial Groupe,8011,20th Century Fox,6659,1928
25129,Lumière Pictures,8011,Sony Pictures,9667,2015
30655,Fallingcloud,8011,Universal Pictures,220,2017
41,Orion Pictures,2758,Warner Bros,5201,1999
21222,HBO Independent Productions,38129,Sony Pictures,6456,1967
82606,NBB Unit One Film Partners,46094,Paramount,238,1950
82607,Longview Entertainment,46094,Sony Pictures,4728,1974
89311,"Ruddy Morgan Organization, The",11853,Sony Pictures,7195,2010
16737,Barcelona Films,16771,Universal Pictures,5977,2012
7049,Enigma Productions,46924,Paramount,649,1920
58750,BSB,46924,Sony Pictures,5351,2010
79560,NatWest Ventures,46924,Warner Bros,3626,2015
79561,Fujisankei,46924,Warner Bros,9195,1978
30,Eddie Murphy Productions,306,20th Century Fox,5243,1930
14150,Orion Pictures Corporation,57834,Paramount,9867,2018
18070,Heathrow Productions,57834,Paramount,1920,1921
10098,Dorset Productions,4722,20th Century Fox,4311,1965
10099,Robert H. Solo Productions,4722,Sony Pictures,2074,1920
70969,Mainline Pictures,18215,Paramount,5544,1989
7429,HBO Films,1607,Warner Bros,8882,1990
1350,Parkway Productions,117553,Warner Bros,5503,1985
1988,Epic Productions,6075,Universal Pictures,1877,1921
23246,RCS Video,9350,Paramount,4752,1988
45728,Cliffhanger Productions,9350,Sony Pictures,589,1932
45729,Pioneer,9350,20th Century Fox,7252,1938
36863,Maverick Picture Company,49299,20th Century Fox,4488,2002
36864,Cecchi Gori Europa N.V.,49299,Sony Pictures,3551,1966
36865,Eye Productions,49299,Universal Pictures,3587,1920
68062,Pentamerica,49299,20th Century Fox,6766,2018
6556,Alphaville Productions,9571,Paramount,6868,1937
708,Beijing Film Studio,10997,Universal Pictures,6250,1951
2269,China Film Co-Production Corporation,10997,Paramount,4336,2015
365,Nelson Entertainment,50463,Warner Bros,4789,1991
19534,Mirage,18551,Universal Pictures,2139,1930
13,Universal Studios,9024,20th Century Fox,5655,1939
104,Canal Plus,1634,Universal Pictures,7390,1927
89521,Can I Watch,18620,Universal Pictures,6872,2011
89522,Islet,18620,Universal Pictures,3371,2004
89523,KPVI,18620,Universal Pictures,2599,2021
11751,Sidley Wright & Associates,9255,Paramount,1266,1957
272,Spelling Entertainment,26271,Warner Bros,4935,1925
1930,IRS Media,26271,Sony Pictures,6943,1921
10348,Republic Pictures (II),26271,Universal Pictures,8983,1993
118,Det Danske Filminstitut,2259,20th Century Fox,6358,1992
10598,Costa do Castelo Filmes,2259,Universal Pictures,9956,1974
13096,Neue Constantin Film,2259,20th Century Fox,5132,1922
33027,House of Spirits Film,2259,Paramount,7275,1985
23873,PolyGram Filmproduktion,11934,20th Century Fox,7480,2019
3589,Kouf/Bigelow Productions,10909,Sony Pictures,8889,1991
55528,Oak Productions,9593,Warner Bros,2847,1992
1023,Nelvana Limited,2246,20th Century Fox,868,1945
6116,Argos Films,5879,20th Century Fox,8484,2017
13139,Oshima Productions,5879,Warner Bros,6856,1967
14668,Shibata Organisation,5879,Sony Pictures,7051,2013
3102,Renaissance Films,11971,Universal Pictures,7976,2021
8827,American Playhouse Theatrical Films,11971,20th Century Fox,4154,1927
1177,Rastar Films,2625,Warner Bros,8096,1986
16827,Night Life Inc.,31911,Paramount,62,1994
10230,Blue Wolf,788,Warner Bros,5944,2008
10100,Thin Man Films,21450,Paramount,7100,1988
1280,Pacific Western,10447,Sony Pictures,3067,1995
1755,Allied Filmmakers,10447,Universal Pictures,7442,1949
