directorID,department,gender,movieID,job,name,age,awards
52fe43edc3a368484e0066ff,Directing,2,20565,Director,Michael Apted,36,3
52fe4530c3a368484e04d24f,Directing,2,27141,Director,Barry Levinson,47,5
52fe4994c3a368484e132c1b,Directing,0,78256,Director,Edward Dmytryk,52,1
52fe47649251416c75097aa5,Directing,2,18161,Director,Phil Joanou,70,0
52fe47bac3a36847f8145149,Directing,0,50116,Director,Matthew Warchus,62,3
52fe4582c3a368484e05f6fb,Directing,2,28216,Director,Errol Morris,39,7
52fe4ac2c3a368484e1656ab,Directing,1,125317,Director,Marion Hänsel,59,2
52fe475bc3a36847f813138f,Directing,2,48233,Director,Santosh Sivan,42,7
52fe473cc3a36847f812a9cf,Directing,2,47620,Director,Todd Haynes,59,3
5953befec3a368138803bc5c,Directing,2,97805,Director,Eric Schaeffer,42,1
52fe441cc3a368484e00fe85,Directing,2,21489,Director,Ronald Neame,37,8
52fe43e7c3a368484e00516d,Directing,2,20468,Director,Kevin Allen,57,3
52fe470fc3a36847f81212a7,Directing,2,46835,Director,Alejandro Springall,75,2
5391aaccc3a368646300142f,Directing,2,77908,Director,Rob Hardy,39,1
54a97653c3a368077b0023a0,Directing,0,79515,Director,Steven Okazaki,60,0
52fe45bfc3a368484e06cadb,Directing,2,28978,Director,Charlie Chaplin,52,2
52fe45c99251416c9103e567,Directing,2,36048,Director,Eric Mendelsohn,36,8
52fe4748c3a36847f812cee5,Directing,2,47816,Director,DJ Pooh,48,3
52fe45e09251416c750658bf,Directing,2,14271,Director,Barry W. Blaustein,37,5
52fe457fc3a368484e05eda5,Directing,2,28180,Director,Herschell Gordon Lewis,71,0
52fe45e19251416c750659db,Directing,2,14280,Director,Carroll Ballard,39,2
52fe4598c3a368484e064319,Directing,2,28463,Director,Régis Wargnier,59,0
52fe4648c3a368484e088379,Directing,2,61178,Director,Robert Benton,50,0
52fe44759251416c9101159b,Directing,2,31336,Director,Benoît Mariage,63,0
52fe48b0c3a36847f81744e1,Directing,2,54825,Director,Nick Park,72,3
52fe4a29c3a36847f81bdee9,Directing,2,103960,Director,Renny Harlin,40,1
52fe47039251416c7508b121,Directing,2,17078,Director,Majid Majidi,73,2
52fe49559251416c910a9f27,Directing,2,85689,Director,George Fitzmaurice,62,0
52fe46e29251416c91062f55,Directing,2,38809,Director,James Toback,43,1
52fe4360c3a36847f804fb93,Directing,1,2621,Director,Bonnie Hunt,50,1
52fe4accc3a368484e167a0f,Directing,2,125709,Director,Stanley Tucci,48,4
52fe4564c3a368484e0579c1,Directing,2,27745,Director,Julien Temple,39,2
52fe47e49251416c750a8d7f,Directing,2,19600,Director,Bruno Barreto,36,7
52fe43fec3a36847f807c579,Directing,0,5241,Director,Zalman King,57,3
52fe472ac3a36847f8126c3f,Directing,2,47295,Director,Jon Reiss,45,7
52fe45bfc3a368484e06c9b1,Directing,2,28973,Director,Charlie Chaplin,66,9
599c7ba7c3a3682881002e1b,Directing,0,120077,Director,Sergei Bodrov,63,5
52fe44afc3a368484e031009,Directing,2,24920,Director,Lucio Fulci,69,2
545d997c0e0a261fb3005954,Directing,2,23069,Director,Joe Camp,42,6
52fe46e29251416c91062e09,Directing,2,38802,Director,Joe Camp,55,6
52fe46059251416c9104656d,Directing,0,36724,Director,Penelope Spheeris,47,1
52fe44329251416c7502c213,Directing,0,11368,Director,Joel Coen,61,2
52fe45c19251416c9103d48b,Directing,0,35936,Director,Darrell James Roodt,55,1
52fe449fc3a368484e02d547,Directing,2,24587,Director,Albert Hughes,59,0
52fe449fc3a368484e02d54d,Directing,2,24587,Director,Allen Hughes,43,0
52fe44569251416c9100d39f,Directing,2,31023,Director,José Luis Cuerda,71,6
52fe45b8c3a36847f80d6bc3,Directing,2,41160,Director,Mick Davis,51,1
52fe44e9c3a368484e03dddd,Directing,2,25993,Director,Roy Ward Baker,58,2
52fe46a29251416c7507e823,Directing,2,16094,Director,Reginald Hudlin,55,5
52fe43f9c3a368484e0089d3,Directing,1,20770,Director,Jamie Babbit,45,5
52fe468bc3a36847f8104bfd,Directing,2,44490,Director,Miguel Arteta,47,8
52fe473ac3a36847f812a3f7,Directing,2,47585,Director,Jeremy Podeswa,43,4
52fe47609251416c75097383,Directing,0,18118,Director,J. Lee Thompson,66,0
52fe46a39251416c7507ea85,Directing,0,16110,Director,Britt Allcroft,45,4
52fe471d9251416c9106a723,Directing,2,39473,Director,Bruce Beresford,63,0
539717ee0e0a266dbf009608,Directing,2,274868,Director,Gary Winick,40,2
52fe4470c3a368484e02324f,Directing,2,23618,Director,Spike Lee,41,0
52fe47bf9251416c750a41d5,Directing,2,19150,Director,Michael Dinner,39,4
52fe44b9c3a368484e0335f7,Directing,1,25128,Director,Valerie Breiman,44,2
52fe47639251416c750979ad,Directing,2,18153,Director,Robert Greenwald,51,4
52fe45c1c3a368484e06d1f5,Directing,2,29015,Director,Craig Mazin,56,2
52fe467a9251416c750798b9,Directing,2,15752,Director,Jason Priestley,57,0
52fe42f9c3a36847f8030e7b,Directing,0,1485,Director,Mike Hodges,47,3
52fe4482c3a368484e0271c7,Directing,0,24100,Director,Uli Edel,56,0
52fe43f6c3a368484e008309,Directing,2,20721,Director,Andrew Davis,58,5
52fe49049251416c750bae69,Directing,2,92603,Director,Montxo Armendáriz,61,5
52fe4515c3a368484e04795b,Directing,2,26719,Director,David Mamet,52,1
52fe479f9251416c750a0049,Directing,2,18828,Director,George Gallo,75,3
52fe4dbc9251416c7513ef07,Directing,1,220976,Director,Anne De Salvo,44,0
52fe4743c3a368484e0bd809,Directing,2,66599,Director,Jonathan Kaplan,74,1
52fe4431c3a368484e014ed5,Directing,2,22048,Director,Jack Hill ,66,1
52fe46fe9251416c7508a6cf,Directing,2,17006,Director,Keenen Ivory Wayans,42,0
52fe46829251416c91056acb,Directing,0,37949,Director,Jean-François Laguionie,68,1
52fe4a379251416c910c7181,Directing,0,89992,Director,Kong Yeung,64,0
52fe4525c3a368484e04b003,Directing,2,26964,Director,Atom Egoyan,47,1
52fe45539251416c9102e839,Directing,2,34101,Director,Robert Townsend,57,0
52fe44b59251416c9101a2ab,Directing,2,32054,Director,John Boorman,68,0
52fe44acc3a368484e030565,Directing,2,24828,Director,Paul Weiland,43,4
52fe45629251416c91030645,Directing,2,34379,Director,Peter Werner,73,3
52fe4a5ac3a368484e14e6c3,Directing,2,121091,Director,Alex Winter,57,0
52fe4421c3a368484e01124b,Directing,2,21620,Director,Harry Sinclair,59,0
52fe45a99251416c9103a0c1,Directing,2,35569,Director,Lee Stanley,39,1
52fe47dc9251416c750a7ef5,Directing,2,19513,Director,Daniel Minahan,38,0
552e32a692514174db006a31,Directing,2,62127,Director,Michael Ritchie,51,1
52fe47289251416c7508f9cb,Directing,2,17466,Director,Deran Sarafian,68,0
52fe450cc3a368484e045529,Directing,2,26580,Director,Spike Lee,60,0
52fe4685c3a36847f8103a69,Directing,1,44379,Director,Agnès Varda,55,0
52fe4519c3a368484e0485cb,Directing,2,26791,Director,Richard Dutcher,43,1
52fe4d2b9251416c9110cf7f,Directing,2,196280,Director,Joe Mantegna,45,1
52fe44db9251416c9101f417,Directing,0,32590,Director,Wayne Wang,64,1
52fe483ac3a36847f815d51d,Directing,0,52654,Director,Marleen Gorris,63,2
52fe468d9251416c910581cb,Directing,0,38047,Director,Shinji Aoyama,45,10
52fe47db9251416c750a7ba9,Directing,2,19494,Director,Colin Higgins,71,5
52fe4b7cc3a36847f8205d13,Directing,0,115810,Director,Fernando Trueba,49,1
52fe47b99251416c750a35f5,Directing,0,19094,Director,Del Shores,51,6
52fe4796c3a36847f813da61,Directing,0,49453,Director,Amos Kollek,40,5
52fe46559251416c91051213,Directing,2,37558,Director,Jacques Doillon,50,1
52fe45eac3a368484e0764e9,Directing,1,29572,Director,Sally Potter,50,2
52fe4754c3a36847f812faa3,Directing,2,48109,Director,Jim McKay,57,2
52fe4440c3a368484e0184fd,Directing,2,22414,Director,Mike Nichols,48,0
52fe45c59251416c75061f3b,Directing,2,14034,Director,Sam Weisman,42,10
52fe440ac3a368484e00bf79,Directing,2,21056,Director,Thomas Bezucha,44,3
52fe47289251416c7508f97f,Directing,2,17465,Director,Peter Markle,72,0
52fe4ae8c3a368484e16d669,Directing,1,126881,Director,Hermine Huntgeburth,59,4
52fe4837c3a36847f815cd27,Directing,0,52616,Director,Yim Ho,55,1
52fe48d3c3a36847f817b75b,Directing,0,55551,Director,Raoul Peck,61,8
52fe45a8c3a36847f80d3623,Directing,2,40880,Director,Julien Temple,37,9
52fe45839251416c910350a9,Directing,2,34899,Director,Tran Anh Hung,56,1
52fe45759251416c910331e9,Directing,2,34689,Director,Joseph L. Mankiewicz,72,0
52fe48609251416c9108a259,Directing,0,82623,Director,Brett Leonard,63,0
52fe44e8c3a368484e03dbb5,Directing,2,25985,Director,Joel Hopkins,49,5
52fe46799251416c7507980d,Directing,2,15745,Director,Jon Favreau,51,1
52fe4b31c3a36847f81f74eb,Directing,2,113271,Director,Ben Stassen,49,8
52fe44edc3a368484e03eaff,Directing,2,26044,Director,Bud Yorkin,69,2
52fe45e4c3a36847f80e086b,Directing,2,41952,Director,Martin Campbell,39,2
52fe454b9251416c9102d669,Directing,2,34014,Director,Paul Mazursky,41,0
52fe4814c3a368484e0e867f,Directing,2,70842,Director,Ken Russell,69,3
52fe47bec3a36847f8145f49,Directing,2,50203,Director,Robert Greenwald,43,0
52fe48d49251416c750b4a35,Directing,2,91445,Director,Rip Torn,39,4
52fe44abc3a36847f80a3669,Directing,2,8463,Director,Paul Bogart,45,1
52fe47ddc3a368484e0ddcbf,Directing,2,69828,Director,Bill Forsyth,68,9
52fe49719251416c910ad6d1,Directing,1,86093,Director,Susan Seidelman,74,4
52fe4424c3a368484e011e63,Directing,2,21721,Director,Martin Davidson,55,2
52fe454bc3a368484e052081,Directing,0,27461,Director,Roland Joffé,46,0
52fe45e5c3a36847f80e0add,Directing,2,41969,Director,Gordon Hessler,40,1
52fe44eb9251416c91021699,Directing,2,32855,Director,Norman Jewison,57,1
53217ce6c3a368574d0030f8,Directing,0,39002,Director,Thomas J. Wright,53,3
52fe45cc9251416c9103eb7b,Directing,2,36095,Director,Kiyoshi Kurosawa,39,6
52fe473ac3a36847f812a2bf,Directing,0,47574,Director,Samantha Lang,67,5
52fe461ec3a368484e07fbdb,Directing,2,60276,Director,Paul Bartel,50,2
52fe47919251416c7509e177,Directing,2,18683,Director,Lewis Gilbert,45,0
52fe46f8c3a368484e0ae067,Directing,1,65015,Director,Jane Campion,37,3
52fe4480c3a368484e026cd5,Directing,2,24077,Director,Mel Smith,50,3
52fe4943c3a36847f8191719,Directing,2,57745,Director,Peter Mullan,63,1
52fe47e7c3a368484e0dfb1b,Directing,0,70042,Director,Steven M. Martin,46,10
52fe4439c3a368484e016b5f,Directing,2,22230,Director,Brad Anderson,50,0
52fe4d1cc3a368484e1d7ae7,Directing,0,206412,Director,Griffin Dunne,52,0
52fe4f38c3a36847f82c6445,Directing,2,248757,Director,Patrik-Ian Polk,43,1
52fe4595c3a36847f80cf5c9,Directing,2,40508,Director,Shin Sang-ok,43,8
52fe44c9c3a368484e036d49,Directing,2,25462,Director,Mark Brown,37,0
52fe4777c3a36847f81374cd,Directing,0,48834,Director,Stephen Frears,58,3
52fe44d99251416c9101eedd,Directing,0,32567,Director,George Butler,57,1
52fe4408c3a368484e00ba8f,Directing,2,21028,Director,Vladimir Menshov,58,0
52fe45e09251416c75065801,Directing,2,14267,Director,John Waters,72,2
52fe49acc3a368484e138069,Directing,1,78657,Director,Sophie Fillières,53,1
52fe45659251416c75054fb9,Directing,2,13408,Director,DJ Pooh,56,1
52fe47439251416c7509331f,Directing,0,17731,Director,Richard Glatzer,66,0
54669ec0eaeb8172820000a9,Directing,0,17731,Director,Wash Westmoreland,67,2
52fe44589251416c9100d6fb,Directing,2,31037,Director,Joseph Sargent,44,4
52fe45109251416c91026413,Directing,2,33356,Director,Peter Greenaway,67,3
52fe45209251416c91028675,Directing,0,33525,Director,Mike Hodges,40,1
52fe445b9251416c9100dceb,Directing,2,31064,Director,Patrick Stettner,41,1
52fe459a9251416c910381bf,Directing,2,35201,Director,John Frankenheimer,55,1
52fe4987c3a368484e130399,Directing,2,77985,Director,Andrei Konchalovsky,50,0
52fe4513c3a368484e047261,Directing,0,26686,Director,Herbert Ross,43,3
52fe43f3c3a368484e00799d,Directing,2,20678,Director,Mike Binder,56,2
52fe46da9251416c75085ac9,Directing,2,16550,Director,Todd Solondz,39,8
52fe474bc3a36847f812d8c3,Directing,2,47871,Director,John Schlesinger,43,9
52fe44d39251416c9101e231,Directing,2,32484,Director,William A. Seiter,47,3
52fe47409251416c9106f213,Directing,2,39939,Director,Jay Chandrasekhar,72,1
52fe46189251416c7506cef3,Directing,2,14778,Director,Fred Schepisi,58,9
52fe47bd9251416c750a3e93,Directing,2,19137,Director,Vittorio De Sica,61,3
53914deac3a3686479000c2f,Directing,2,75151,Director,Arliss Howard,68,1
52fe4684c3a36847f81035c7,Directing,2,44340,Director,Larry Fessenden,36,0
52fe47b09251416c750a2277,Directing,2,18984,Director,Doug Pray,36,0
52fe4b68c3a36847f8202347,Directing,2,115332,Director,Martin Ritt,43,2
52fe45b99251416c7506049d,Directing,2,13950,Director,Kevin Bray,66,1
52fe44939251416c910158f3,Directing,2,31651,Director,Jim Sheridan,75,0
52fe4617c3a36847f80ec283,Directing,2,42750,Director,John Sayles,35,3
52fe48e1c3a36847f817e4df,Directing,2,55792,Director,Marshall Brickman,55,1
52fe4b24c3a36847f81f4aab,Directing,0,112942,Director,Fernando Pérez,39,4
52fe45cbc3a368484e06f423,Directing,2,29135,Director,Hal Hartley,69,5
52fe4cca9251416c75125afd,Directing,2,184835,Director,Harry Shearer,52,3
52fe44b9c3a368484e033723,Directing,0,25133,Director,Rudy De Luca,58,1
52fe45b09251416c9103b0a1,Directing,2,35694,Director,Ethan Hawke,38,0
56c5b07b92514126960026c9,Directing,0,292917,Director,Henry Barrial,71,0
52fe47b99251416c750a34f7,Directing,2,19085,Director,Bryan Johnson,66,0
52fe472f9251416c9106ccf5,Directing,2,39771,Director,Lewis Teague,48,1
52fe4568c3a368484e058fbb,Directing,2,27834,Director,Roman Coppola,70,1
52fe485ac3a36847f81631b3,Directing,2,53229,Director,Ralph Nelson,42,1
