movieID,title,Released,runtime,Popularity,keywords
807,Se7en,1995-09-22,127.0,18.45743,"self-fulfilling prophecy, detective, s.w.a.t., drug dealer, evisceration, lust and impulsiveness, rage and hate, pride and vanity, immoderateness, insomnia, investigation, pension, police, serial killer"
10530,Pocahontas,1995-06-14,81.0,13.280069,"culture clash, settler, forbidden love, colony, musical, gold rush, princess, romance, native american, animation, virginia, star crossed lovers, reference to pizarro, jamestown virginia, pug dog, cross cultural relationship, musket, animate tree, indian chief, based on myths or folklore, 17th century, shamanism, songs, indians vs. settlers, animal sidekick, powhatan, land claim"
8391,When Night Is Falling,1995-05-05,96.0,3.302524,"professor, lgbt, woman director"
629,The Usual Suspects,1995-07-19,106.0,16.302466,"law, relatives, theft, criminal, criminal mastermind, hungarian, sibling"
117164,Guardian Angel,1994-11-22,93.0,0.595949,
11448,Mighty Aphrodite,1995-09-13,95.0,15.899134,"prostitute, adoption, adoptive father, childlessness, looking for  birth parents, adoptive mother, independent film, illegal prostitution, child"
49133,Lamerica,1994-01-01,116.0,1.361286,independent film
26441,The Big Green,1995-09-29,100.0,5.982764,"sport, kids and family, soccer, woman director"
97406,Georgia,1995-05-19,115.0,4.093443,"alcohol, artist, music, drug, band"
124057,Kids of the Round Table,1997-07-08,89.0,0.307075,
9089,Home for the Holidays,1995-11-02,103.0,8.416802,"baltimore, thanksgiving, family clan, family conflict, generations conflict, woman director"
11010,The Postman,1994-09-22,108.0,10.168437,"island, letter, postman, fisherman, poet"
99040,The Confessional,1995-09-29,100.0,0.120789,
11359,The Indian in the Cupboard,1995-07-14,96.0,10.673296,"cupboard, games, puppet, parallel world, toy comes to life"
17182,Eye for an Eye,1996-01-12,101.0,4.733526,"rape, gun, self-defense, grieving parents"
2054,Mr. Holland's Opus,1995-12-29,137.0,7.137117,"composer, mentor, deaf-mute, musical, apprentice, private life, music, disabled"
10607,Don't Be a Menace to South Central While Drinking Your Juice in the Hood,1996-01-12,89.0,11.700115,"date, slang, hip-hop, cousin, parody, hood, gang, social satire, racism, gangster"
19760,Two If by Sea,1996-01-12,96.0,2.174487,"island, painting, thief, seasickness"
9536,Bio-Dome,1996-01-12,88.0,6.387469,"biotope, vegetarian, pollution"
11525,Lawnmower Man 2: Beyond Cyberspace,1996-01-12,92.0,2.49535,"hacker, virtual reality, computer, sword fight"
40628,Two Bits,1995-10-22,85.0,4.046208,
4482,French Twist,1995-02-08,95.0,2.518051,"love triangle, southern france, estate agent, menage a trois, van, woman director"
10634,Friday,1995-04-26,91.0,14.56965,"rap music, parent child relationship, rapper, job"
755,From Dusk Till Dawn,1996-01-19,108.0,15.339153,"dancing, brother brother relationship, sexual obsession, showdown, sheriff, eroticism, nudity, bank robber, vampire, holy water, siege, stripper, priest, explosion, extreme violence, bank robbery, preacher, hostage situation, crucifix, recreational vehicle, blood spurting, convenience store, female vampire, mexican american border, nightclub entertainer, boa constrictor"
11859,Fair Game,1995-11-03,91.0,5.912223,"bomb, miami, sex, detective, handcuffs, based on novel, hostage, fbi, kidnapping, russian, kgb, chase, sadism, parking garage, pizza, police protection, psychopath, remake, car crash, conspiracy, on the run, fugitive, shootout, gunfight, sadist, foot chase, police detective, police station, car chase, held at gunpoint, fbi agent, double cross, cult film, computer hacker, machine gun, swat team, grenade launcher, underwater scene, rogue agent, woman lawyer, damsel in distress"
28387,Kicking and Screaming,1995-10-06,96.0,3.367276,college
48750,Les Miserables,1995-03-22,175.0,1.479446,"paris, nun, boxer, lawyer, jewish"
20927,Bed of Roses,1996-01-26,87.0,10.412194,"florist, family relationships"
36929,Big Bully,1996-01-26,90.0,2.936443,bully
9102,Screamers,1995-09-08,108.0,12.758848,"man vs machine, alien planet, struggle for survival"
124626,Nico Icon,1995-02-18,70.0,0.133893,
27526,The Crossing Guard,1995-11-15,111.0,5.756462,"loss of daughter, hit-and-run driving , revenge, suspense, independent film, tragedy"
9623,The Juror,1996-02-02,118.0,6.010579,"jurors, blackmail, court case, son, trial, courtroom"
46785,The White Balloon,1995-01-01,85.0,1.196256,"fish, money, celebration, goldfish"
400,Things to Do in Denver When You're Dead,1995-12-01,116.0,4.486179,"father son relationship, bounty hunter, boat, way of life, coffin, denver, godmother, paranoia, hitman, friendship, psychopath, revenge, murder, independent film, mafia, diner, blood, gangster, violence, illegal prostitution, extramarital affair"
880,Antonia's Line,1995-09-12,102.0,2.030174,"suicide, underdog, free love, philosophy, rape, mentally disabled, loss of mother, village life, world war ii, feminism, indian summer , family history, widow, peasant, village, mathematics, freedom, right and justice, single, homosexuality, mother daughter relationship, domestic violence, university, woman director"
146599,Once Upon a Time... When We Were Colored,1996-01-26,115.0,0.252287,"racial segregation, family relationships, rural setting, african american"
188588,Last Summer in the Hamptons,1995-11-22,108.0,0.531159,
8447,Angels and Insects,1995-09-10,118.0,2.15166,"class society, rich woman - poor man, scientist, naturalist, insect"
10534,White Squall,1996-02-02,129.0,9.568604,"sailing trip, diary, sailing, survival, coming of age, teenage boy, discipline, squall, sail, ship captain, caribbean, male bonding, seasickness, storm at sea, 1960s"
17414,Dunston Checks In,1996-01-12,88.0,4.814825,"boss, fistfight, bully, orangutan, hotel manager"
13997,Black Sheep,1996-02-01,87.0,8.963037,"nitrous oxide, candid camera, double act, political satire, crooked politician, woman director"
2086,Nick of Time,1995-11-22,90.0,6.848591,"assassination, train station, politics, los angeles"
61548,The Journey of August King,1995-09-14,91.0,0.411424,
9095,Mary Reilly,1996-02-23,104.0,12.866139,"servant, monster, laboratory, jekyll and hyde, housemaid, 19th century"
12158,Vampire in Brooklyn,1995-10-26,100.0,9.071127,"vampire, half vampire"
9283,Beautiful Girls,1996-02-09,112.0,4.670562,hometown
9208,Broken Arrow,1996-02-09,108.0,14.957626,"helicopter, river, captain, underground, mexican standoff, countdown, pilot, fistfight, canyon, major, betrayal, gunfight, train, explosion, park ranger, desert, military, nuclear device, boxing, stealth aircraft, abandoned mine, humvee"
40154,A Midwinter's Tale,1995-12-01,99.0,0.513391,"play, hamlet, christmas, actor"
406,La Haine,1995-05-31,98.0,12.108196,"paris, neo-nazi, skinhead, robbery, police brutality, hip-hop, gun, socially deprived family, breakdance, arabian, boredom, revenge, suburb, violence, police officer, unemployment, capture, xenophobia"
45549,Shopping,1994-12-06,105.0,2.657647,
63076,Heidi Fleiss: Hollywood Madam,1995-12-27,106.0,0.638211,"narration, hollywood, prostitution"
11062,City Hall,1996-02-16,111.0,4.807223,"corruption, undercover, war on drugs, mayor, drug dealer, presidential election, undercover agent, investigation, police, drug"
13685,Bottle Rocket,1996-02-21,91.0,6.904831,"brother brother relationship, robbery, burglar, language barrier, motel, independent film, psychiatric hospital, maid, theft, nervous breakdown, escapade, laundry room"
47475,Mr. Wrong,1996-02-16,96.0,3.329264,
2045,Unforgettable,1996-02-23,106.0,2.464425,"wife husband relationship, experiment, police, murder, suspense, memory, forensic, gunman, animal experimentation"
9614,Happy Gilmore,1996-02-16,92.0,9.592265,"loss of mother, loss of father, golf, sport, taxes"
688,The Bridges of Madison County,1995-05-28,135.0,5.951077,
11907,Nobody Loves Me,1994-11-07,104.0,1.015068,"prophecy, voodoo, single, falling in love, woman director, rich man"
10874,Muppet Treasure Island,1996-02-16,100.0,6.902423,"island, pirate gang, puppet, treasure hunt"
89333,Catwalk,1995-12-08,95.0,0.976707,
96357,Headless Body in Topless Bar,1995-05-20,110.0,0.001346,ex-con
197,Braveheart,1995-05-24,177.0,20.755149,"individual, scotland, in love with enemy, legend, independence, idealism, revolt, tyranny"
103,Taxi Driver,1976-02-07,114.0,14.092713,"vietnam veteran, taxi, obsession, drug dealer, night shift, vigilante, alienation, misanthrope, shot to death, illegal prostitution, loner"
33542,Rumble in the Bronx,1995-01-30,91.0,12.314278,"new york, martial arts, supermarket, gang war, disabled child, gang, wedding, diamond, bronx, duringcreditsstinger"
43566,Before and After,1996-02-23,108.0,2.938293,
71754,Margaret's Museum,1995-09-13,114.0,0.372697,"mining, dance lesson, coal mining, bagpipes"
43612,Happiness Is in the Field,1995-01-31,106.0,1.254885,"best friend, twins, country, identity swap, woman director"
51352,Anne Frank Remembered,1995-06-08,117.0,0.243986,"fascism, auschwitz, typhus, victim, interview, prejudice, burglary, rabbit"
16934,The Young Poisoner's Handbook,1995-01-20,99.0,6.178497,"london england, poison, based on true story, murder, serial killer, mental institution, teenager, psychiatrist, stepmother, social misfit"
10324,If Lucy Fell,1996-03-08,92.0,2.891918,"roommate, single, love, independent film, best friend, brooklyn bridge"
78406,Steal Big Steal Little,1995-09-29,113.0,1.522412,"brother brother relationship, twin brother, lawyer, estate, santa barbara california"
55731,Race the Sun,1996-03-22,100.0,1.317878,"hawaii, australia, teacher, car, solar power"
32119,The Boys of St. Vincent,1992-12-06,90.0,0.86539,
11066,Boomerang,1992-06-30,117.0,6.506983,
11104,Chungking Express,1994-07-14,102.0,6.778979,"ex-girlfriend, drug smuggle, girlfriend, snack bar, romance, hong kong, pineapple, expiration date, flight attendant"
37975,The Star Maker,1995-09-21,113.0,1.702639,
2074,Flirting with Disaster,1996-03-22,92.0,5.579088,"lsd, looking for  birth parents, half-brother, independent film"
27793,The Neverending Story III: Escape from Fantasia,1994-10-26,95.0,6.252377,"flying, magic"
44284,The Silences of the Palace,1994-09-30,116.0,0.406754,woman director
290157,Jupiter's Wife,1995-01-01,87.0,0.001178,
110972,Pie in the Sky,1996-02-09,95.0,0.699066,
32622,Angela,1995-01-01,99.0,2.197439,"independent film, woman director"
73067,Frankie Starlight,1995-11-22,101.0,0.637554,"boy, writer, ireland, flashback, troop ship"
11863,Jade,1995-10-13,95.0,11.418917,"callgirl, san francisco, investigation, murder"
55475,Nueba Yol,1995-08-16,102.0,0.291021,"new york, emigration, dominican republic"
124636,Sonic Outlaws,1995-08-01,87.0,0.001838,
9101,Down Periscope,1996-03-01,92.0,5.184977,"submarine, u.s. navy, misfit"
123360,From the Journals of Jean Seberg,1995-09-08,97.0,0.276401,biography
5757,Man of the Year,1995-09-15,86.0,0.540436,"homosexuality, independent film, mockumentary"
39428,The Neon Bible,1995-08-23,91.0,0.370342,"southern usa, based on novel, singer, south"
124639,Target,1995-08-01,122.0,0.001205,
9302,Up Close & Personal,1996-03-01,119.0,3.402749,"skab under tv, foran, nederste hylde"
11000,The Birdcage,1996-03-08,117.0,6.49968,"gay, drag queen, homophobia, florida, coming out, senator, politician, lgbt, crossdressing, 1990s"
249882,Virgin Mary,1995-10-12,125.0,0.918504,"mountain, miracle, apparition, communism, virgin mary"
16388,The Brothers McMullen,1995-08-09,98.0,2.039196,"love, independent film, best friend, true love, irish catholic"
9737,Bad Boys,1995-04-07,118.0,9.262184,"miami, detective, handcuffs, airport, mexican standoff, strip club, witness protection, car crash, internal affairs, gunfight, explosion, brutality, foot chase, car chase, drug lord, hangar, loose cannon, bust, reference to skittles, black cop, badge, action hero, corrupt cop"
30765,The Amazing Panda Adventure,1995-08-25,81.0,2.375865,"china, panda, poacher"
10474,The Basketball Diaries,1995-04-21,102.0,7.415144,"sport, basketball, addiction, friends, drug"
22279,An Awfully Big Adventure,1995-07-21,113.0,0.922958,"england, based on novel, liverpool, theatre company, 1940s"
30157,Amateur,1994-08-05,105.0,1.759012,independent film
568,Apollo 13,1995-06-30,140.0,18.761467,"moon, florida, nasa, spaceman, race against time, houston, based on true story, space, rescue, survival, disaster, explosion, astronaut, imax, saturn v rocket, courage, hypothermia, apollo program, cape kennedy, lunar mission, spacecraft accident"
11780,Rob Roy,1995-04-13,139.0,10.193549,"scotland, biography, 18th century, highlands, violent man"
34996,The Addiction,1995-01-10,82.0,3.137285,"new york, philosophy, vampire, blood, student, violence"
414,Batman Forever,1995-06-16,121.0,13.321354,"riddle, dc comics, rose, gotham city, partner, superhero, robin, broken neck, psychologist, violence, criminal, district attorney, millionaire, falling down stairs, tied up, tommy gun, beretta, knocked out, super powers, disfigurement, father figure"
649,Belle de Jour,1967-05-24,101.0,10.142662,
1873,Beyond Rangoon,1995-05-24,100.0,2.04189,"burma, rangoon, doctor"
5894,Blue in the Face,1995-09-15,83.0,11.528147,"smoking, corner shop, cigarette, tobacco, cigar, independent film"
1775,Canadian Bacon,1995-06-08,91.0,5.391556,
8839,Casper,1995-05-26,100.0,12.812539,"halloween, friendship, supernatural, afterlife, friends, danger, ghost, disorder, young heroes, imaginary, supernatural ability, mischievous children"
20649,Clockers,1995-09-15,128.0,4.558992,"drug pusher, train, drug, drug lord"
10329,Congo,1995-06-09,109.0,7.260574,"gorilla, kongo, diamond mine, diamond"
8963,Crimson Tide,1995-05-12,116.0,8.657365,"submarine, mutiny, russia, missile, nuclear missile, embassy, u.s. navy, battle for power, torpedo, military, moral dilemma, post cold war, aircraft carrier, chain of command, launch code, sonar"
26564,Crumb,1994-09-10,119.0,3.620388,"underground, biography, art"
8068,Desperado,1995-08-25,104.0,6.950458,"gunslinger, anti terror, ambush, mexico, showdown, guitar, nudity, hitman, bartender, revenge, tragic hero, shootout, mariachi, explosion, extreme violence, brutality, drug lord, leg brace, concealed weapon, flashback, bookstore"
8512,Devil in a Blue Dress,1995-09-15,102.0,4.646132,"jazz club, murder, los angeles, private detective, film noir, neo-noir"
1572,Die Hard: With a Vengeance,1995-05-19,128.0,15.138855,"bomb, taxi, riddle, robbery, detective, helicopter, gold, subway, ship, fistfight, police, sequel, deception, shootout, new york city, explosion, violence, car chase, fbi agent, simon says, flashback, dump truck, aqueduct, action hero, federal reserve bank"
13552,The Doom Generation,1995-10-27,80.0,7.120806,"sex, eroticism, nudity, nazis, suspense, drifter, voyeur"
259209,Feast of July,1995-10-12,116.0,0.523575,
6520,First Knight,1995-07-07,134.0,15.178338,"camelot, knight, king arthur, excalibur, knights of the round table"
9073,Free Willy 2 - The Adventure Home,1995-07-19,95.0,7.575098,"human animal relationship, whale, killer whale"
10428,Hackers,1995-09-14,107.0,14.810519,"female nudity, hacker, nudity, computer virus, virtual reality, computer, sexual fantasy, prank, internet, cyberpunk, teenager, new york city, secret service, computer hacker, dream sequence"
17447,Jeffrey,1995-08-18,92.0,3.196456,"gay, aids, based on play or musical, hiv positive"
9886,Johnny Mnemonic,1995-05-26,97.0,11.715868,"brain, childhood memory, dystopia, pharmaceutical industry, computer chip, courier, cyber, cyberpunk"
9482,Judge Dredd,1995-06-30,96.0,8.184815,"judge, post-apocalyptic, dystopia, based on comic, police officer, based on graphic novel, frame up, dystopic future, framed for murder, gene, prosthetic limb, post holocaust, dna testing, dredd, 2000 ad"
19326,Jury Duty,1995-04-12,88.0,3.676921,"stripper, jury, jurist, independent film, jury duty, verdict"
9344,Kids,1995-07-28,91.0,4.877872,"puberty, first time"
9071,Living in Oblivion,1995-01-20,89.0,10.058329,"cinema, independent film, filmmaker"
8973,Lord of Illusions,1995-08-25,119.0,4.102409,"fanatic, supernatural, wizardry, resurrection, sect, occultism"
15730,Love & Human Remains,1993-05-20,100.0,0.354014,
47608,Mad Love,1995-05-26,95.0,2.624771,"suicide attempt, college, teen angst, mental illness, woman director"
2293,Mallrats,1995-10-20,94.0,8.25547,"sex, game show, slacker, shopping, mall, ex-boyfriend ex-girlfriend relationship, jay and silent bob, silent man, coke, bandleader, aftercreditsstinger"
9070,Mighty Morphin Power Rangers: The Movie,1995-06-30,92.0,7.024227,"based on tv series, tokusatsu, superhero team, ethnic diversity, super sentai, power rangers, mighty morphin power rangers, mmpr"
68274,Moonlight and Valentino,1995-09-29,100.0,1.01115,"widow, female friendship, grief, death of husband"
48787,Mute Witness,1995-09-28,95.0,2.466066,"chase, police, murder, mute, disk"
34574,Nadja,1994-09-13,93.0,7.720056,"new york, vampire, dracula"
1642,The Net,1995-07-28,114.0,13.304342,"cheating, new identity, computer virus, chase, computer, stalking"
11472,Nine Months,1995-07-12,103.0,8.482834,"parent child relationship, baby, marriage, pregnancy, child wish"
36196,Party Girl,1995-06-09,94.0,1.165039,"library, party, independent film, free spirit, woman director, librarian"
11980,The Prophecy,1995-09-01,98.0,10.187623,"angel, archangel gabriel, menschheit"
58372,Reckless,1995-11-17,91.0,0.119713,"trauma, game show, female protagonist, christmas"
32646,Safe,1995-06-23,119.0,8.180047,"sex, chemical, medicine, housewife, pollution, quarantine, independent film, allergy, psychiatrist, illness, disorder, retreat, multiple chemical sensitivity (mcs), environmental illness"
10533,The Scarlet Letter,1995-10-13,135.0,6.752119,"based on novel, burning of witches, puritan, pregnancy, period drama, extramarital affair"
56088,The Show,1995-08-25,93.0,0.159596,
10802,Showgirls,1995-09-22,128.0,17.502375,"dancing, female nudity, go-go dancer, spanner, seduction, striptease, sexappeal"
10149,Smoke,1995-06-09,112.0,5.552946,"smoking, robber, cigarette, cigar, laden, independent film, writer"
18402,Something to Talk About,1995-08-04,106.0,3.743212,"horse, savannah, based on true story, family"
9348,Species,1995-07-07,108.0,13.492845,"telepathy, dna, paranoia, genetics, instinct, femme fatale, alien, on the run, decapitation, sexual attraction, los angeles, cocoon, genetic engineering, scientists, alien dna"
139408,The Stars Fell on Henrietta,1995-09-15,109.0,0.913522,"restaurant, oil, rural setting"
281,Strange Days,1995-10-13,145.0,11.223055,"pornography, prostitute, rape, police brutality, dream, ex-girlfriend, future, bodyguard, rapper, virtual reality, dystopia, minidisc, police, ex-cop, murder, cyberpunk, los angeles, violence, criminal, private detective, revolt, woman director"
5967,The Umbrellas of Cherbourg,1964-02-19,91.0,8.133881,"car mechanic, letter, musical, war, single"
79593,The Tie That Binds,1995-09-08,99.0,1.820419,
47939,Three Wishes,1995-10-27,115.0,11.002046,"baseball, drifter, dog, korean war, woman director"
36834,Total Eclipse,1995-11-02,111.0,4.546552,"mentor, poet, woman director"
9090,"To Wong Foo, Thanks for Everything! Julie Newmar",1995-09-07,105.0,7.653446,"transvestism, gay, new york, drag queen, homophobia, travel, road movie, woman director"
3512,Under Siege 2: Dark Territory,1995-07-13,100.0,7.490247,"terrorist, pentagon, satellite, navy seal, train"
52856,Unstrung Heroes,1995-09-15,93.0,2.881689,woman director
77350,Unzipped,1995-08-11,73.0,0.786023,fashion
9560,A Walk in the Clouds,1995-08-11,103.0,9.715639,"world war ii, vineyard, love, remake, pregnancy, harvest, grape, abandoned woman"
9804,Waterworld,1995-07-28,135.0,16.885184,"ocean, tattoo, mutant, water, dystopia, doomsday"
31611,White Man's Burden,1995-12-01,89.0,1.834099,"dystopia, black white relations, alternative universe"
65796,Wild Bill,1995-12-01,98.0,8.922139,"opium, loss of eyesight, biography, sioux, wild bill hickok, calamity jane"
49805,The Browning Version,1994-10-12,97.0,3.727644,
26258,Bushwhacked,1995-08-04,90.0,3.287036,"cave, waterfall, children, mistaken identity, boy scouts leader"
50797,Burnt by the Sun,1994-05-01,135.0,2.486073,"wife husband relationship, colonel"
19155,Before the Rain,1994-06-09,113.0,3.525649,"monk, mountain, restaurant, war photographer, christian, fashion photographer, girl, violence, albanian, macedonia"
76,Before Sunrise,1995-01-27,105.0,11.304979,"dialogue, sunrise, talking, soulmates, walking, austria, traveller, danube, bittersweet, romantic, vienna"
11017,Billy Madison,1995-02-10,89.0,6.638116,woman director
37141,The Babysitter,1995-10-17,90.0,2.761837,"alcohol, obsession, babysitter, party, teenager, parents"
9382,Boys on the Side,1995-02-03,115.0,3.030309,"aids, roommate, homicide, car journey, friendship, friends, homosexuality, escape, road movie"
6715,The Cure,1995-04-21,97.0,2.686342,mississippi
18256,Castle Freak,1995-08-04,95.0,2.26977,"castle, voyeurism"
22625,Circle of Friends,1995-03-16,103.0,2.605521,"forbidden love, moral conflict, independent film"
2292,Clerks,1994-09-13,92.0,10.513367,"salesclerk, loser, aftercreditsstinger"
1909,Don Juan DeMarco,1994-10-01,97.0,7.438934,"sex addiction, love, mental institution, patient, psychiatrist, don juan"
8984,Disclosure,1994-12-09,123.0,11.812244,"employee, workplace, sexual harassment, intrigue"
61813,Dream Man,1995-01-01,0.0,0.155859,"vision, psychic"
4954,Drop Zone,1994-12-08,101.0,9.579155,"terrorist, transport of prisoners, airplane, parachuting, suspense"
62488,Destiny Turns on the Radio,1995-04-28,0.0,0.710671,"heist, expectant father"
10531,Death and the Maiden,1994-05-04,103.0,5.484156,"married couple, chile, pinochet-regime, revenge, doctor, torture, humiliation"
11929,Dolores Claiborne,1995-03-24,132.0,5.8025,"child abuse, detective, based on novel, bar, island, suspicion of murder, murder, suspense, dysfunctional family, domestic violence, reporter, maid, anger, alcoholic, accident, abusive father, abusive husband, anti-depressant, bangor-maine, bank account"
8467,Dumb and Dumber,1994-12-16,107.0,9.844558,"gas station, motel, utah, stupidity, pill, prank, cigar smoking, violence, criminal, fired from the job, clumsiness, stepmother stepdaughter relationship, sitting on a toilet, aspen colorado, parakeet, defecation, scooter, hotel suite, endangered species, foolish, laxative"
10451,Eat Drink Man Woman,1994-08-03,123.0,4.860016,"cooking, sense of life, daughter, dating, family"
20156,Exotica,1994-09-24,103.0,5.378467,"secret, nightclub, pet shop, independent film, unhappiness"
18395,Exit to Eden,1994-10-14,113.0,4.322726,"female nudity, sexuality, island, love, mistress, kinky, smuggler, bdsm"
522,Ed Wood,1994-09-27,127.0,11.720358,"individual, taxi, transsexuality, fortune teller, film business, film making, film producer, vororte, film maker, boxer, film director, oddball, celebrity, morphine, movie studio, los angeles, drug addict, cult director, theremin, handgun, trick or treating, actor, transvestite"
397,French Kiss,1995-05-05,111.0,9.146544,"paris, airport, in love with enemy, canadian, necklace, fear of flying, deal, vineyard, smuggling"
10525,Forget Paris,1995-05-19,101.0,16.236745,"paris, dallas, basketball, crisis, falling in love, referee"
27985,Far from Home: The Adventures of Yellow Dog,1995-01-13,87.0,2.657337,"wilderness, boy and dog"
15789,A Goofy Movie,1995-04-07,78.0,10.177977,"father son relationship, pop singer, musical, celebrity, road trip, dead mother, first love, goofy"
27303,Hideaway,1995-03-03,103.0,8.182165,suspense
21183,Fluke,1995-06-02,96.0,4.953936,"father son relationship, based on novel, reincarnation, talking dog, car accident, dog, flashback, dog movie"
10954,Farinelli,1994-12-07,111.0,8.935058,"brother brother relationship, opera, eunuch, biography, dresden, opera singer"
